order_id,order_date,ship_date,customer_name,country,city,state,category,product_name,sales,quantity,profit,year,month
US-2014-110996,21-11-2014,26-11-2014,Kelly Andreada,United States,Ontario,California,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,-46.137,2014,11
CA-2013-129693,27-11-2013,03-12-2013,Tamara Chand,United States,Seattle,Washington,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312,2,2.5592,2013,11
CA-2014-122504,08-11-2014,13-11-2014,Deborah Brumfield,United States,Brentwood,California,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,13.7931,2014,11
CA-2014-122504,08-11-2014,13-11-2014,Deborah Brumfield,United States,Brentwood,California,Phones,"Plantronics CS 50-USB -Â headsetÂ - Convertible, Monaural",761.544,7,66.6351,2014,11
CA-2011-131051,01-12-2011,05-12-2011,Toby Ritter,United States,San Francisco,California,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3,28.518,2011,12
CA-2012-120103,24-12-2012,29-12-2012,Maribeth Schnelling,United States,Phoenix,Arizona,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232,7,37.1812,2012,12
CA-2012-120103,24-12-2012,29-12-2012,Maribeth Schnelling,United States,Phoenix,Arizona,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984,2,11.1984,2012,12
CA-2012-120103,24-12-2012,29-12-2012,Maribeth Schnelling,United States,Phoenix,Arizona,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,1.7352,2012,12
CA-2014-104647,24-02-2014,02-03-2014,Clytie Kelty,United States,Los Angeles,California,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾Â” x 11Â”",37.44,6,16.848,2014,2
CA-2012-139290,26-10-2012,30-10-2012,Maribeth Yedwab,United States,Rancho Cucamonga,California,Labels,Avery 507,5.76,2,2.6496,2012,10
CA-2012-149678,13-04-2012,15-04-2012,Anthony Witt,United States,Farmington,New Mexico,Supplies,Martin-Yale Premier Letter Opener,12.88,1,0.3864,2012,4
CA-2014-124401,08-09-2014,13-09-2014,Ruben Dartt,United States,Portland,Oregon,Storage,Hanging Personal Folder File,37.68,3,2.355,2014,9
CA-2014-124401,08-09-2014,13-09-2014,Ruben Dartt,United States,Portland,Oregon,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,80.4839,2014,9
US-2011-140116,10-03-2011,17-03-2011,Kean Thornton,United States,Denver,Colorado,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,3,-15.9102,2011,3
US-2011-140116,10-03-2011,17-03-2011,Kean Thornton,United States,Denver,Colorado,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168,4,9.3564,2011,3
CA-2011-123295,18-07-2011,18-07-2011,Adrian Hane,United States,Tucson,Arizona,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,4,-25.9136,2011,7
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Paper,Xerox 191,19.98,1,9.3906,2012,10
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,124.485,2012,10
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Art,Newell 308,5.04,3,1.26,2012,10
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Fasteners,OIC Bulk Pack Metal Binder Clips,17.45,5,8.027,2012,10
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136,4,20.196,2012,10
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,8.019,2012,10
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Phones,Polycom SoundStation2 EX ConferenceÂ phone,1295.84,4,145.782,2012,10
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Storage,Mobile Personal File Cube,46.84,2,12.6468,2012,10
CA-2012-164882,31-10-2012,31-10-2012,Sandra Glassco,United States,Redlands,California,Bookcases,DMI Eclipse Executive Suite Bookcases,425.833,1,20.0392,2012,10
CA-2013-130267,20-09-2013,24-09-2013,Scot Wooten,United States,Stockton,California,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7,73.5448,2013,9
CA-2014-155460,14-04-2014,16-04-2014,Rob Williams,United States,Seattle,Washington,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,2.376,2014,4
CA-2014-155460,14-04-2014,16-04-2014,Rob Williams,United States,Seattle,Washington,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,302.373,2014,4
CA-2014-158246,10-11-2014,12-11-2014,Jennifer Braxton,United States,Sunnyvale,California,Chairs,"Global Leather Task Chair, Black",215.976,3,-2.6997,2014,11
CA-2011-141607,12-12-2011,17-12-2011,William Brown,United States,Concord,California,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,4.331,2011,12
CA-2013-111115,26-07-2013,28-07-2013,Larry Blacks,United States,Los Angeles,California,Fasteners,OIC Binder Clips,21.48,6,10.74,2013,7
CA-2013-101938,07-01-2013,12-01-2013,Dianna Wilson,United States,Oakland,California,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,10.0282,2013,1
CA-2014-166296,14-03-2014,20-03-2014,Karen Ferguson,United States,Manteca,California,Paper,Multicolor Computer Printout Paper,314.55,3,150.984,2014,3
CA-2011-152296,01-08-2011,03-08-2011,Ivan Liston,United States,San Francisco,California,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,3,6.9132,2011,8
CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,United States,Salt Lake City,Utah,Paper,Xerox 1982,45.68,2,21.0128,2013,10
CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,United States,Salt Lake City,Utah,Paper,Xerox 1986,60.12,9,28.8576,2013,10
CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,United States,Salt Lake City,Utah,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,13.0375,2013,10
CA-2013-125738,16-10-2013,22-10-2013,Patrick Bzostek,United States,Salt Lake City,Utah,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,32.936,2013,10
CA-2014-124576,02-08-2014,05-08-2014,Heather Kirkland,United States,Salinas,California,Binders,GBC Prestige Therm-A-Bind Covers,54.896,2,18.5274,2014,8
CA-2013-118913,26-06-2013,30-06-2013,Alan Shonely,United States,Los Angeles,California,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3,17.0268,2013,6
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,51.8238,2013,12
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Appliances,Holmes HEPA Air Purifier,65.34,3,22.869,2013,12
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Paper,Xerox 1988,123.92,4,55.764,2013,12
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Appliances,Harmony HEPA Quiet Air Purifiers,35.1,3,12.285,2013,12
CA-2013-128412,11-12-2013,18-12-2013,Arthur Prichep,United States,Seattle,Washington,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,8.5025,2013,12
CA-2012-138002,06-09-2012,12-09-2012,Beth Thompson,United States,Seattle,Washington,Binders,Acco Hanging Data Binders,6.096,2,2.1336,2012,9
CA-2012-138002,06-09-2012,12-09-2012,Beth Thompson,United States,Seattle,Washington,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,74.8098,2012,9
CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,United States,San Jose,California,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1,0.504,2014,10
CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,United States,San Jose,California,Binders,Storex Dura Pro Binders,61.776,13,20.8494,2014,10
CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,United States,San Jose,California,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2,60.49,2014,10
CA-2014-129378,02-10-2014,03-10-2014,Neola Schneider,United States,San Jose,California,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4,9.5032,2014,10
CA-2014-130841,29-07-2014,02-08-2014,Matt Hagelstein,United States,San Francisco,California,Binders,Zipper Ring Binder Pockets,9.984,4,3.6192,2014,7
CA-2014-130841,29-07-2014,02-08-2014,Matt Hagelstein,United States,San Francisco,California,Storage,Super Decoflex Portable Personal File,14.98,1,4.1944,2014,7
CA-2014-130841,29-07-2014,02-08-2014,Matt Hagelstein,United States,San Francisco,California,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,4,100.24,2014,7
CA-2013-106383,20-03-2013,22-03-2013,Bobby Trafton,United States,Littleton,Colorado,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,1,-98.8018,2013,3
CA-2011-128055,31-03-2011,05-04-2011,Alex Avila,United States,San Francisco,California,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,252.588,2011,3
CA-2011-128055,31-03-2011,05-04-2011,Alex Avila,United States,San Francisco,California,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,14.8344,2011,3
CA-2012-123232,14-12-2012,16-12-2012,Doug Jacobs,United States,Portland,Oregon,Phones,HTC One,319.968,4,35.9964,2012,12
CA-2013-122322,16-07-2013,22-07-2013,Rick Huthwaite,United States,Provo,Utah,Supplies,Fiskars Home & Office Scissors,44.4,5,12.432,2013,7
CA-2013-146633,16-11-2013,18-11-2013,Toby Gnade,United States,Los Angeles,California,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,381.297,2013,11
CA-2013-146633,16-11-2013,18-11-2013,Toby Gnade,United States,Los Angeles,California,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7,13.3476,2013,11
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Storage,Eldon Portable Mobile Manager,56.56,2,15.2712,2014,11
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Art,Newell 344,5.56,2,1.4456,2014,11
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Fasteners,Advantus T-Pin Paper Clips,9.02,2,3.5178,2014,11
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,2.2412,2014,11
CA-2014-103380,22-11-2014,26-11-2014,Barry Franz,United States,Pasadena,California,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982,2014,11
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Paper,Xerox 1959,13.36,2,6.4128,2012,2
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,13.0375,2012,2
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Binders,Avery Durable Binders,11.52,5,4.176,2012,2
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6,157.0176,2012,2
CA-2012-116092,15-02-2012,18-02-2012,Justin MacKendrick,United States,Los Angeles,California,Paper,Xerox 22,19.44,3,9.3312,2012,2
CA-2013-117849,16-04-2013,18-04-2013,Julie Kriz,United States,San Diego,California,Paper,Xerox 1911,143.7,3,68.976,2013,4
CA-2012-169201,28-09-2012,01-10-2012,Henry Goldwyn,United States,San Francisco,California,Appliances,Holmes Odor Grabber,43.26,3,14.2758,2012,9
CA-2012-169201,28-09-2012,01-10-2012,Henry Goldwyn,United States,San Francisco,California,Appliances,Holmes HEPA Air Purifier,43.56,2,15.246,2012,9
CA-2014-105214,17-06-2014,20-06-2014,Troy Staebel,United States,San Francisco,California,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,90.972,2014,6
CA-2014-105214,17-06-2014,20-06-2014,Troy Staebel,United States,San Francisco,California,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,8.7138,2014,6
CA-2012-117611,08-11-2012,10-11-2012,Maria Zettner,United States,San Diego,California,Fasteners,Advantus Plastic Paper Clips,5,1,2.4,2012,11
CA-2012-117611,08-11-2012,10-11-2012,Maria Zettner,United States,San Diego,California,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,66.9546,2012,11
CA-2014-137470,18-09-2014,18-09-2014,Tom Prescott,United States,Seattle,Washington,Paper,Xerox 1984,12.96,2,6.3504,2014,9
CA-2012-102036,21-09-2012,27-09-2012,Chad Sievert,United States,Seattle,Washington,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6,47.9376,2012,9
CA-2012-142944,06-03-2012,11-03-2012,John Lucas,United States,San Francisco,California,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,95.7572,2012,3
CA-2012-142944,06-03-2012,11-03-2012,John Lucas,United States,San Francisco,California,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2,377.9946,2012,3
CA-2011-157882,03-10-2011,08-10-2011,Allen Rosenblatt,United States,Los Angeles,California,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,3.5858,2011,10
CA-2011-157882,03-10-2011,08-10-2011,Allen Rosenblatt,United States,Los Angeles,California,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,13.7646,2011,10
CA-2014-142622,31-10-2014,03-11-2014,Jim Karlsson,United States,Seattle,Washington,Chairs,Novimex Fabric Task Chair,97.568,2,-6.098,2014,10
CA-2014-142622,31-10-2014,03-11-2014,Jim Karlsson,United States,Seattle,Washington,Chairs,Global Super Steno Chair,614.272,8,-23.0352,2014,10
CA-2014-142622,31-10-2014,03-11-2014,Jim Karlsson,United States,Seattle,Washington,Bookcases,Bestar Classic Bookcase,199.98,2,37.9962,2014,10
CA-2014-143343,11-06-2014,14-06-2014,Ben Wallace,United States,Los Angeles,California,Art,Newell 351,16.4,5,4.756,2014,6
CA-2014-115154,09-01-2014,12-01-2014,Ricardo Sperren,United States,Seattle,Washington,Tables,Balt Solid Wood Round Tables,892.98,2,80.3682,2014,1
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Chairs,Global Leather Executive Chair,280.792,1,35.099,2014,6
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",68.448,4,7.7004,2014,6
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Art,Boston 16801 Nautilus Battery Pencil Sharpener,88.04,5,6.603,2014,6
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Art,Newell 319,15.872,1,1.984,2014,6
US-2014-120418,12-06-2014,13-06-2014,Becky Castell,United States,Peoria,Arizona,Storage,Fellowes Officeware Wire Shelving,215.592,3,-48.5082,2014,6
CA-2014-165491,21-03-2014,25-03-2014,Helen Wasserman,United States,Seattle,Washington,Accessories,ImationÂ SecureÂ DriveÂ + Hardware Encrypted USBÂ flash driveÂ - 16 GB,265.93,7,63.8232,2014,3
CA-2014-138422,24-09-2014,27-09-2014,Kristina Nunn,United States,Fort Collins,Colorado,Envelopes,Wausau Papers Astrobrights Colored Envelopes,14.352,3,5.2026,2014,9
CA-2013-155187,25-09-2013,27-09-2013,Laura Armstrong,United States,Los Angeles,California,Storage,"Tennsco Lockers, Gray",41.96,2,2.9372,2013,9
CA-2013-155187,25-09-2013,27-09-2013,Laura Armstrong,United States,Los Angeles,California,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",41.7,5,20.85,2013,9
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Binders,Staples,9.024,6,3.1584,2014,12
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Binders,Satellite Sectional Post Binders,69.456,2,22.5732,2014,12
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Paper,"Wirebound Message Book, 4 per Page",10.86,2,5.3214,2014,12
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,22.2516,2014,12
CA-2014-109701,03-12-2014,04-12-2014,Alice McCarthy,United States,Los Angeles,California,Art,Prang Dustless Chalk Sticks,10.08,6,5.04,2014,12
CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,United States,San Francisco,California,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,7,200.9546,2012,8
CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,United States,San Francisco,California,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,46.3185,2012,8
CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,United States,San Francisco,California,Accessories,Memorex Micro Travel Drive 32 GB,36.51,1,15.6993,2012,8
CA-2012-111514,31-08-2012,02-09-2012,Scott Cohen,United States,San Francisco,California,Machines,Lexmark S315 Color Inkjet Printer,239.976,3,80.9919,2012,8
CA-2011-102295,24-11-2011,26-11-2011,Erica Hackney,United States,Sacramento,California,Chairs,"Global Leather & Oak Executive Chair, Burgundy",120.712,1,-18.1068,2011,11
CA-2012-148628,06-12-2012,11-12-2012,Katherine Murray,United States,Thousand Oaks,California,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5,15.065,2012,12
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,176.04,4,45.7704,2014,3
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Art,Staples,16.02,9,4.4856,2014,3
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Binders,Avery Arch Ring Binders,185.92,4,62.748,2014,3
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Phones,Clearsounds A400,211.168,4,15.8376,2014,3
US-2014-117534,26-03-2014,27-03-2014,Christina VanderZanden,United States,Fresno,California,Copiers,Hewlett Packard 310 Color Digital Copier,479.984,2,59.998,2014,3
CA-2012-145065,12-12-2012,15-12-2012,Dennis Kane,United States,San Diego,California,Fasteners,Staples,7.86,2,3.6156,2012,12
CA-2012-145065,12-12-2012,15-12-2012,Dennis Kane,United States,San Diego,California,Binders,Recycled Premium Regency Composition Covers,24.448,2,8.8624,2012,12
CA-2014-169264,15-08-2014,17-08-2014,Nora Preis,United States,San Francisco,California,Labels,Avery File Folder Labels,5.76,2,2.8224,2014,8
CA-2014-169264,15-08-2014,17-08-2014,Nora Preis,United States,San Francisco,California,Art,Newell 318,16.68,6,4.3368,2014,8
CA-2014-108574,08-10-2014,12-10-2014,Mike Gockenbach,United States,Los Angeles,California,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9,200.8638,2014,10
CA-2014-108574,08-10-2014,12-10-2014,Mike Gockenbach,United States,Los Angeles,California,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,7,-28.9674,2014,10
CA-2014-108574,08-10-2014,12-10-2014,Mike Gockenbach,United States,Los Angeles,California,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10,26.973,2014,10
CA-2014-144589,21-01-2014,26-01-2014,Tamara Manning,United States,San Francisco,California,Art,Staples,24.2,5,7.986,2014,1
CA-2014-144589,21-01-2014,26-01-2014,Tamara Manning,United States,San Francisco,California,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976,3,130.4913,2014,1
CA-2014-155985,24-03-2014,26-03-2014,Bill Eplett,United States,San Francisco,California,Furnishings,DAX Natural Wood-Tone Poster Frame,211.84,8,76.2624,2014,3
CA-2012-142041,07-06-2012,09-06-2012,Eleni McCrary,United States,Los Angeles,California,Binders,Staples,7.52,5,2.632,2012,6
CA-2011-151295,12-11-2011,16-11-2011,Joseph Airdo,United States,Los Angeles,California,Paper,Xerox 1974,11.96,2,5.8604,2011,11
CA-2011-151295,12-11-2011,16-11-2011,Joseph Airdo,United States,Los Angeles,California,Tables,Bevis Boat-Shaped Conference Table,629.064,3,31.4532,2011,11
CA-2014-168655,13-10-2014,19-10-2014,Michelle Lonsdale,United States,Albuquerque,New Mexico,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,595,5,95.2,2014,10
CA-2014-168655,13-10-2014,19-10-2014,Michelle Lonsdale,United States,Albuquerque,New Mexico,Binders,GBC Twin Loop Wire Binding Elements,79.872,3,29.952,2014,10
CA-2013-107202,22-05-2013,29-05-2013,Linda Cazamias,United States,Sparks,Nevada,Machines,Panasonic KX MB2061 Multifunction Printer,2396.4,10,179.73,2013,5
CA-2014-159597,10-11-2014,15-11-2014,Matt Collister,United States,Coachella,California,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",63.56,2,3.178,2014,11
CA-2014-159597,10-11-2014,15-11-2014,Matt Collister,United States,Coachella,California,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,1,43.9956,2014,11
CA-2014-100748,14-05-2014,21-05-2014,Ross Baird,United States,San Francisco,California,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,8,27.4856,2014,5
CA-2014-129805,29-12-2014,03-01-2015,Harry Marie,United States,Seattle,Washington,Furnishings,3M Hangers With Command Adhesive,7.4,2,3.034,2014,12
CA-2014-140053,04-07-2014,11-07-2014,Christina Anderson,United States,Farmington,New Mexico,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9,114.6285,2014,7
CA-2011-164210,18-11-2011,20-11-2011,Pierre Wener,United States,Louisville,Colorado,Tables,Bevis Rectangular Conference Tables,145.98,2,-99.2664,2011,11
CA-2011-164210,18-11-2011,20-11-2011,Pierre Wener,United States,Louisville,Colorado,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.808,4,12.5328,2011,11
CA-2012-100573,25-09-2012,01-10-2012,Anne McFarland,United States,Los Angeles,California,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,8.2156,2012,9
CA-2013-140207,06-11-2013,11-11-2013,Christopher Schild,United States,San Jose,California,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,9.828,2013,11
CA-2012-142419,11-07-2012,13-07-2012,Shahid Collister,United States,Seattle,Washington,Paper,Xerox 1896,29.97,3,13.4865,2012,7
CA-2012-142419,11-07-2012,13-07-2012,Shahid Collister,United States,Seattle,Washington,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352,3,34.4232,2012,7
CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,United States,Los Angeles,California,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2,-29.9178,2013,11
CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,United States,Los Angeles,California,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,29.0325,2013,11
CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,United States,Los Angeles,California,Labels,Avery 50,87.71,7,41.2237,2013,11
CA-2013-114972,04-11-2013,07-11-2013,Phillip Flathmann,United States,Los Angeles,California,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,429.5772,2013,11
CA-2014-102750,05-09-2014,09-09-2014,Greg Maxwell,United States,Los Angeles,California,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3,-99.1764,2014,9
CA-2014-147956,25-12-2014,01-01-2015,Alan Hwang,United States,Seattle,Washington,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,6,0,2014,12
CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,United States,Seattle,Washington,Phones,Anker 24W Portable Micro USB Car Charger,35.168,4,11.4296,2014,8
CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,United States,Seattle,Washington,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,5,250.305,2014,8
CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,United States,Seattle,Washington,Binders,GBC Standard Therm-A-Bind Covers,99.68,5,32.396,2014,8
CA-2014-126067,29-08-2014,04-09-2014,Kristina Nunn,United States,Seattle,Washington,Art,Newell 344,5.56,2,1.4456,2014,8
CA-2011-113579,13-12-2011,15-12-2011,Katherine Ducich,United States,Los Angeles,California,Paper,White GlueTop Scratch Pads,90.24,6,41.5104,2011,12
CA-2012-122371,26-09-2012,01-10-2012,Bryan Spruell,United States,San Diego,California,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,3,18.6093,2012,9
CA-2012-122371,26-09-2012,01-10-2012,Bryan Spruell,United States,San Diego,California,Envelopes,Cameo Buff Policy Envelopes,124.46,2,58.4962,2012,9
CA-2013-126935,20-05-2013,25-05-2013,Bill Tyler,United States,San Francisco,California,Binders,GBC Personal VeloBind Strips,9.584,1,3.3544,2013,5
CA-2013-149482,15-11-2013,20-11-2013,Ralph Ritter,United States,San Francisco,California,Labels,Avery 52,7.38,2,3.4686,2013,11
CA-2011-143917,25-07-2011,27-07-2011,Ken Lonsdale,United States,San Francisco,California,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,15.0416,2011,7
CA-2011-143917,25-07-2011,27-07-2011,Ken Lonsdale,United States,San Francisco,California,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5,327.506,2011,7
CA-2011-143917,25-07-2011,27-07-2011,Ken Lonsdale,United States,San Francisco,California,Furnishings,Staples,77.92,8,34.2848,2011,7
CA-2014-163902,03-03-2014,09-03-2014,Maribeth Yedwab,United States,Los Angeles,California,Phones,Panasonic KX TS3282B Corded phone,196.776,3,14.7582,2014,3
CA-2014-163902,03-03-2014,09-03-2014,Maribeth Yedwab,United States,Los Angeles,California,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,6,52.7934,2014,3
CA-2012-143238,06-09-2012,08-09-2012,Lori Olson,United States,La Quinta,California,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4,18.0648,2012,9
CA-2012-113404,16-07-2012,16-07-2012,Eleni McCrary,United States,San Francisco,California,Chairs,Hon 2090 Â“Pillow SoftÂ” Series Mid Back Swivel/Tilt Chairs,1348.704,6,-219.1644,2012,7
CA-2012-113404,16-07-2012,16-07-2012,Eleni McCrary,United States,San Francisco,California,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152,3,78.7671,2012,7
CA-2013-144792,01-05-2013,05-05-2013,Ken Dana,United States,Scottsdale,Arizona,Furnishings,12-1/2 Diameter Round Wall Clock,111.888,7,22.3776,2013,5
